2026-03-18 17:04:14,21.1,46.5,71
2026-03-18 17:04:15,21.1,45.6,72
2026-03-18 17:04:16,20.9,44.9,73
2026-03-18 17:04:17,20.9,45.1,73
2026-03-18 17:04:18,20.6,44.9,74
2026-03-18 17:04:19,20.5,43.9,73
2026-03-18 17:04:20,20.2,43.5,73
2026-03-18 17:04:21,20.0,43.1,71
2026-03-18 17:04:22,20.3,42.0,69
2026-03-18 17:04:23,20.4,42.6,68
2026-03-18 17:04:24,20.1,43.6,67
2026-03-18 17:04:25,20.3,42.9,69
2026-03-18 17:04:26,20.4,42.7,67
2026-03-18 17:04:27,20.0,42.0,67
2026-03-18 17:04:28,19.7,41.3,67
2026-03-18 17:04:29,20.1,42.4,65
2026-03-18 17:04:30,20.0,42.1,64
2026-03-18 17:04:31,20.2,42.0,65
2026-03-18 17:04:32,20.0,43.0,63
2026-03-18 17:04:33,20.1,43.5,63
2026-03-18 17:04:34,20.3,44.6,62
2026-03-18 17:04:35,20.1,44.5,60
2026-03-18 17:04:36,20.4,45.2,61
2026-03-18 17:04:37,20.5,46.0,60
2026-03-18 17:04:38,20.4,46.3,60
2026-03-18 17:04:39,20.5,46.1,58
2026-03-18 17:04:40,20.1,46.5,60
2026-03-18 17:04:41,19.8,45.5,59
2026-03-18 17:04:42,20.0,46.4,58
2026-03-18 17:04:43,19.6,46.9,60
2026-03-18 17:04:44,19.3,45.9,58
2026-03-18 17:04:45,19.2,45.5,59
2026-03-18 17:04:47,19.4,46.5,59
2026-03-18 17:04:48,19.4,45.5,57
2026-03-18 17:04:49,19.4,45.3,55
2026-03-18 17:04:50,19.3,45.2,57
2026-03-18 17:04:51,19.5,44.8,59
2026-03-18 17:04:52,19.6,45.0,60
2026-03-18 17:04:53,19.7,45.9,60
2026-03-18 17:04:54,19.6,46.8,61
2026-03-18 17:04:55,19.3,47.3,62
2026-03-18 17:04:56,19.5,47.3,63
2026-03-18 17:04:57,19.5,47.6,61
2026-03-18 17:04:58,19.4,46.6,60
2026-03-18 17:04:59,19.1,45.9,61
2026-03-18 17:05:00,19.2,45.2,60
2026-03-18 17:05:01,19.1,45.3,58
2026-03-18 17:05:02,19.3,44.4,60
2026-03-18 17:05:03,19.2,43.6,62
2026-03-18 17:05:04,19.0,44.7,63
2026-03-18 17:05:05,18.9,44.0,65
2026-03-18 17:05:06,18.6,44.2,64
2026-03-18 17:05:07,18.3,44.8,63
2026-03-18 17:05:08,18.3,45.6,61
2026-03-18 17:05:09,18.0,45.3,59
2026-03-18 17:05:10,18.3,45.6,59
2026-03-18 17:05:11,18.5,46.6,61
2026-03-18 17:05:12,18.8,47.0,62
2026-03-18 17:05:14,18.5,48.1,61
2026-03-18 17:05:15,18.2,49.2,61
2026-03-18 17:05:16,18.5,48.7,63
2026-03-18 17:05:17,18.7,48.9,63
2026-03-18 17:05:18,18.6,49.1,64
2026-03-18 17:05:19,18.6,49.3,65
2026-03-18 17:05:20,18.6,49.3,67
2026-03-18 17:05:21,18.7,48.8,66
2026-03-18 17:05:22,18.6,49.0,66
2026-03-18 17:05:23,18.6,48.5,64
2026-03-18 17:05:24,18.6,48.9,64
2026-03-18 17:05:25,19.0,48.8,66
2026-03-18 17:05:26,18.9,48.9,66
2026-03-18 17:05:27,18.6,48.5,64
2026-03-18 17:05:28,18.7,49.5,65
2026-03-18 17:05:29,18.9,48.6,66
2026-03-18 17:05:31,18.8,48.7,66
2026-03-18 17:05:32,18.5,49.3,66
2026-03-18 17:05:33,18.7,48.4,68
2026-03-18 17:05:34,18.7,48.6,68
2026-03-18 17:05:35,18.7,49.7,66
2026-03-18 17:05:36,18.4,49.0,67
2026-03-18 17:05:37,18.2,48.9,68
2026-03-18 17:05:38,18.2,49.6,67
